"Volume","Volume_Title","Volume_Subtitle","Chapter","Chapter_Title","Paragraph","Paragraph_Title","Line"
"14","第十四帖 澪標","光る源氏の二十八歳初冬十月から二十九歳冬まで内大臣時代の物語","5","第五章　光る源氏の物語　冷泉帝後宮の入内争い","6","第六段　冷泉帝後宮の入内争い",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","1","第一章　末摘花の物語　光る源氏の須磨明石離京時代","1","第一段　末摘花の孤独",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","1","第一章　末摘花の物語　光る源氏の須磨明石離京時代","2","第二段　常陸宮邸の窮乏",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","1","第一章　末摘花の物語　光る源氏の須磨明石離京時代","3","第三段　常陸宮邸の荒廃",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","1","第一章　末摘花の物語　光る源氏の須磨明石離京時代","4","第四段　末摘花の気紛らし",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","1","第一章　末摘花の物語　光る源氏の須磨明石離京時代","5","第五段　乳母子の侍従と叔母",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","2","第二章　末摘花の物語　光る源氏帰京後","1","第一段　顧みられない末摘花",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","2","第二章　末摘花の物語　光る源氏帰京後","2","第二段　法華御八講",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","2","第二章　末摘花の物語　光る源氏帰京後","3","第三段　叔母、末摘花を誘う",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","2","第二章　末摘花の物語　光る源氏帰京後","4","第四段　侍従、叔母に従って離京",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","2","第二章　末摘花の物語　光る源氏帰京後","5","第五段　常陸宮邸の寂寥",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","3","第三章　末摘花の物語　久しぶりの再会の物語","1","第一段　花散里訪問途上",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","3","第三章　末摘花の物語　久しぶりの再会の物語","2","第二段　惟光、邸内を探る",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","3","第三章　末摘花の物語　久しぶりの再会の物語","3","第三段　源氏、邸内に入る",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","3","第三章　末摘花の物語　久しぶりの再会の物語","4","第四段　末摘花と再会",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","4","第四章　末摘花の物語　その後の物語","1","第一段　末摘花への生活援助",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","4","第四章　末摘花の物語　その後の物語","2","第二段　常陸宮邸に活気戻る",0
"15","第十五帖 蓬生","光る源氏の須磨明石離京時代から帰京後までの末摘花の物語","4","第四章　末摘花の物語　その後の物語","3","第三段　末摘花のその後",0
"16","第十六帖 関屋","光る源氏の須磨明石離京時代から帰京後までの空蝉の物語","1","第一章　空蝉の物語　逢坂関での再会の物語","1","第一段　空蝉、夫と常陸国下向",0
"16","第十六帖 関屋","光る源氏の須磨明石離京時代から帰京後までの空蝉の物語","1","第一章　空蝉の物語　逢坂関での再会の物語","2","第二段　源氏、石山寺参詣",0
"16","第十六帖 関屋","光る源氏の須磨明石離京時代から帰京後までの空蝉の物語","1","第一章　空蝉の物語　逢坂関での再会の物語","3","第三段　逢坂の関での再会",0
"16","第十六帖 関屋","光る源氏の須磨明石離京時代から帰京後までの空蝉の物語","2","第二章　空蝉の物語　手紙を贈る","1","第一段　昔の小君と紀伊守",0
"16","第十六帖 関屋","光る源氏の須磨明石離京時代から帰京後までの空蝉の物語","2","第二章　空蝉の物語　手紙を贈る","2","第二段　空蝉へ手紙を贈る",0
"16","第十六帖 関屋","光る源氏の須磨明石離京時代から帰京後までの空蝉の物語","3","第三章　空蝉の物語　夫の死去後に出家","1","第一段　夫常陸介死去",0
"16","第十六帖 関屋","光る源氏の須磨明石離京時代から帰京後までの空蝉の物語","3","第三章　空蝉の物語　夫の死去後に出家","2","第二段　空蝉、出家す",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","1","第一章　前斎宮の物語　前斎宮をめぐる朱雀院と光る源氏の確執","1","第一段　朱雀院、前斎宮の入内に際して贈り物する",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","1","第一章　前斎宮の物語　前斎宮をめぐる朱雀院と光る源氏の確執","2","第二段　源氏、朱雀院の心中を思いやる",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","1","第一章　前斎宮の物語　前斎宮をめぐる朱雀院と光る源氏の確執","3","第三段　帝と弘徽殿女御と斎宮女御",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","1","第一章　前斎宮の物語　前斎宮をめぐる朱雀院と光る源氏の確執","4","第四段　源氏、朱雀院と語る",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","2","第二章　後宮の物語　中宮の御前の物語絵合せ","1","第一段　権中納言方、絵を集める",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","2","第二章　後宮の物語　中宮の御前の物語絵合せ","2","第二段　源氏方、須磨の絵日記を準備",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","2","第二章　後宮の物語　中宮の御前の物語絵合せ","3","第三段　三月十日、中宮の御前の物語絵合せ",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","2","第二章　後宮の物語　中宮の御前の物語絵合せ","4","第四段　「竹取」対「宇津保」",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","2","第二章　後宮の物語　中宮の御前の物語絵合せ","5","第五段　「伊勢物語」対「正三位」",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","3","第三章　後宮の物語　帝の御前の絵合せ","1","第一段　帝の御前の絵合せの企画",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","3","第三章　後宮の物語　帝の御前の絵合せ","2","第二段　三月二十日過ぎ、帝の御前の絵合せ",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","3","第三章　後宮の物語　帝の御前の絵合せ","3","第三段　左方、勝利をおさめる",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","4","第四章　光る源氏の物語　光る源氏世界の黎明","1","第一段　学問と芸事の清談",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","4","第四章　光る源氏の物語　光る源氏世界の黎明","2","第二段　光る源氏体制の夜明け",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","4","第四章　光る源氏の物語　光る源氏世界の黎明","3","第三段　冷泉朝の盛世",0
"17","第十七帖 絵合","光る源氏の内大臣時代三十一歳春の後宮制覇の物語","4","第四章　光る源氏の物語　光る源氏世界の黎明","4","第四段　嵯峨野に御堂を建立",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","1","第一章　明石の物語　上洛と老夫婦の別れの秋","1","第一段　二条東院の完成、明石に上洛を促す",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","1","第一章　明石の物語　上洛と老夫婦の別れの秋","2","第二段　明石方、大堰の山荘を修理",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","1","第一章　明石の物語　上洛と老夫婦の別れの秋","3","第三段　惟光を大堰に派遣",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","1","第一章　明石の物語　上洛と老夫婦の別れの秋","4","第四段　腹心の家来を明石に派遣",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","1","第一章　明石の物語　上洛と老夫婦の別れの秋","5","第五段　老夫婦、父娘の別れの歌",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","1","第一章　明石の物語　上洛と老夫婦の別れの秋","6","第六段　明石入道の別離の詞",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","1","第一章　明石の物語　上洛と老夫婦の別れの秋","7","第七段　明石一行の上洛",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","2","第二章　明石の物語　上洛後、源氏との再会","1","第一段　大堰山荘での生活始まる",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","2","第二章　明石の物語　上洛後、源氏との再会","2","第二段　大堰山荘訪問の暇乞い",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","2","第二章　明石の物語　上洛後、源氏との再会","3","第三段　源氏と明石の再会",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","2","第二章　明石の物語　上洛後、源氏との再会","4","第四段　源氏、大堰山荘で寛ぐ",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","2","第二章　明石の物語　上洛後、源氏との再会","5","第五段　嵯峨御堂に出向き大堰山荘に宿泊",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","3","第三章　明石の物語　桂院での饗宴","1","第一段　大堰山荘を出て桂院に向かう",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","3","第三章　明石の物語　桂院での饗宴","2","第二段　桂院に到着、饗宴始まる",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","3","第三章　明石の物語　桂院での饗宴","3","第三段　饗宴の最中に勅使来訪",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","4","第四章　紫の君の物語　嫉妬と姫君への関心","1","第一段　二条院に帰邸",0
"18","第十八帖 松風","光る源氏の内大臣時代三十一歳秋の大堰山荘訪問の物語","4","第四章　紫の君の物語　嫉妬と姫君への関心","2","第二段　源氏、紫の君に姫君を養女とする件を相談",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","1","第一章　明石の物語　母子の雪の別れ","1","第一段　明石、姫君の養女問題に苦慮する",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","1","第一章　明石の物語　母子の雪の別れ","2","第二段　尼君、姫君を養女に出すことを勧める",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","1","第一章　明石の物語　母子の雪の別れ","3","第三段　明石と乳母、和歌を唱和",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","1","第一章　明石の物語　母子の雪の別れ","4","第四段　明石の母子の雪の別れ",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","1","第一章　明石の物語　母子の雪の別れ","5","第五段　姫君、二条院へ到着",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","1","第一章　明石の物語　母子の雪の別れ","6","第六段　歳末の大堰の明石",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","2","第二章　 源氏の女君たちの物語　新春の女君たちの生活","1","第一段　東の院の花散里",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","2","第二章　 源氏の女君たちの物語　新春の女君たちの生活","2","第二段　源氏、大堰山荘訪問を思いつく",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","2","第二章　 源氏の女君たちの物語　新春の女君たちの生活","3","第三段　源氏、大堰山荘から嵯峨野の御堂、桂院に回る",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","3","第三章　藤壺の物語　藤壺女院の崩御","1","第一段　太政大臣薨去と天変地異",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","3","第三章　藤壺の物語　藤壺女院の崩御","2","第二段　藤壺入道宮の病臥",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","3","第三章　藤壺の物語　藤壺女院の崩御","3","第三段　藤壺入道宮の崩御",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","3","第三章　藤壺の物語　藤壺女院の崩御","4","第四段　源氏、藤壺を哀悼",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","4","第四章　冷泉帝の物語　出生の秘密と譲位ほのめかし","1","第一段　夜居僧都、帝に密奏",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","4","第四章　冷泉帝の物語　出生の秘密と譲位ほのめかし","2","第二段　冷泉帝、出生の秘密を知る",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","4","第四章　冷泉帝の物語　出生の秘密と譲位ほのめかし","3","第三段　帝、譲位の考えを漏らす",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","4","第四章　冷泉帝の物語　出生の秘密と譲位ほのめかし","4","第四段　帝、源氏への譲位を思う",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","4","第四章　冷泉帝の物語　出生の秘密と譲位ほのめかし","5","第五段　源氏、帝の意向を峻絶",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","5","第五章　光る源氏の物語　春秋優劣論と六条院造営の計画","1","第一段　斎宮女御、二条院に里下がり",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","5","第五章　光る源氏の物語　春秋優劣論と六条院造営の計画","2","第二段　源氏、女御と往時を語る",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","5","第五章　光る源氏の物語　春秋優劣論と六条院造営の計画","3","第三段　女御に春秋の好みを問う",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","5","第五章　光る源氏の物語　春秋優劣論と六条院造営の計画","4","第四段　源氏、紫の君と語らう",0
"19","第十九帖 薄雲","光る源氏の内大臣時代三十一歳冬十二月から三十二歳秋までの物語","5","第五章　光る源氏の物語　春秋優劣論と六条院造営の計画","5","第五段　源氏、大堰の明石を訪う",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","1","第一章　朝顔姫君の物語　昔の恋の再燃","1","第一段　九月、故桃園式部卿宮邸を訪問",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","1","第一章　朝顔姫君の物語　昔の恋の再燃","2","第二段　朝顔姫君と対話",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","1","第一章　朝顔姫君の物語　昔の恋の再燃","3","第三段　帰邸後に和歌を贈答しあう",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","1","第一章　朝顔姫君の物語　昔の恋の再燃","4","第四段　源氏、執拗に朝顔姫君を恋う",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","2","第二章　朝顔姫君の物語　老いてなお旧りせぬ好色心","1","第一段　朝顔姫君訪問の道中",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","2","第二章　朝顔姫君の物語　老いてなお旧りせぬ好色心","2","第二段　宮邸に到着して門を入る",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","2","第二章　朝顔姫君の物語　老いてなお旧りせぬ好色心","3","第三段　宮邸で源典侍と出会う",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","2","第二章　朝顔姫君の物語　老いてなお旧りせぬ好色心","4","第四段　朝顔姫君と和歌を詠み交わす",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","2","第二章　朝顔姫君の物語　老いてなお旧りせぬ好色心","5","第五段　朝顔姫君、源氏の求愛を拒む",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","3","第三章　紫の君の物語　冬の雪の夜の孤影","1","第一段　紫の君、嫉妬す",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","3","第三章　紫の君の物語　冬の雪の夜の孤影","2","第二段　夜の庭の雪まろばし",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","3","第三章　紫の君の物語　冬の雪の夜の孤影","3","第三段　源氏、往古の女性を語る",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","3","第三章　紫の君の物語　冬の雪の夜の孤影","4","第四段　藤壺、源氏の夢枕に立つ",0
"20","第二十帖 朝顔","光る源氏の内大臣時代三十二歳の晩秋九月から冬までの物語","3","第三章　紫の君の物語　冬の雪の夜の孤影","5","第五段　源氏、藤壺を供養す",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","1","第一章　朝顔姫君の物語　藤壺代償の恋の諦め","1","第一段　故藤壺の一周忌明ける",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","1","第一章　朝顔姫君の物語　藤壺代償の恋の諦め","2","第二段　源氏、朝顔姫君を諦める",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","2","第二章　夕霧の物語　光る源氏の子息教育の物語","1","第一段　子息夕霧の元服と教育論",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","2","第二章　夕霧の物語　光る源氏の子息教育の物語","2","第二段　大学寮入学の準備",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","2","第二章　夕霧の物語　光る源氏の子息教育の物語","3","第三段　響宴と詩作の会",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","2","第二章　夕霧の物語　光る源氏の子息教育の物語","4","第四段　夕霧の勉学生活",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","2","第二章　夕霧の物語　光る源氏の子息教育の物語","5","第五段　大学寮試験の予備試験",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","2","第二章　夕霧の物語　光る源氏の子息教育の物語","6","第六段　試験の当日",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","3","第三章　光る源氏周辺の人々の物語　内大臣家の物語","1","第一段　斎宮女御の立后と光る源氏の太政大臣就任",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","3","第三章　光る源氏周辺の人々の物語　内大臣家の物語","2","第二段　夕霧と雲居雁の幼恋",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","3","第三章　光る源氏周辺の人々の物語　内大臣家の物語","3","第三段　内大臣、大宮邸に参上",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","3","第三章　光る源氏周辺の人々の物語　内大臣家の物語","4","第四段　弘徽殿女御の失意",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","3","第三章　光る源氏周辺の人々の物語　内大臣家の物語","5","第五段　夕霧、内大臣と対面",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","3","第三章　光る源氏周辺の人々の物語　内大臣家の物語","6","第六段　内大臣、雲居雁の噂を立ち聞く",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","4","第四章　内大臣家の物語　雲居雁の養育をめぐる物語","1","第一段　内大臣、母大宮の養育を恨む",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","4","第四章　内大臣家の物語　雲居雁の養育をめぐる物語","2","第二段　内大臣、乳母らを非難する",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","4","第四章　内大臣家の物語　雲居雁の養育をめぐる物語","3","第三段　大宮、内大臣を恨む",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","4","第四章　内大臣家の物語　雲居雁の養育をめぐる物語","4","第四段　大宮、夕霧に忠告",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","5","第五章　夕霧の物語　幼恋の物語","1","第一段　夕霧と雲居雁の恋の煩悶",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","5","第五章　夕霧の物語　幼恋の物語","2","第二段　内大臣、弘徽殿女御を退出させる",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","5","第五章　夕霧の物語　幼恋の物語","3","第三段　夕霧、大宮邸に参上",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","5","第五章　夕霧の物語　幼恋の物語","4","第四段　夕霧と雲居雁のわずかの逢瀬",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","5","第五章　夕霧の物語　幼恋の物語","5","第五段　乳母、夕霧の六位を蔑む",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","6","第六章　夕霧の物語　五節舞姫への恋","1","第一段　惟光の娘、五節舞姫となる",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","6","第六章　夕霧の物語　五節舞姫への恋","2","第二段　夕霧、五節舞姫を恋慕",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","6","第六章　夕霧の物語　五節舞姫への恋","3","第三段　宮中における五節の儀",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","6","第六章　夕霧の物語　五節舞姫への恋","4","第四段　夕霧、舞姫の弟に恋文を託す",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","6","第六章　夕霧の物語　五節舞姫への恋","5","第五段　花散里、夕霧の母代となる",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","6","第六章　夕霧の物語　五節舞姫への恋","6","第六段　歳末、夕霧の衣装を準備",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","7","第七章　光る源氏の物語　六条院造営","1","第一段　二月二十日過ぎ、朱雀院へ行幸",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","7","第七章　光る源氏の物語　六条院造営","2","第二段　弘徽殿大后を見舞う",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","7","第七章　光る源氏の物語　六条院造営","3","第三段　源氏、六条院造営を企図す",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","7","第七章　光る源氏の物語　六条院造営","4","第四段　秋八月に六条院完成",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","7","第七章　光る源氏の物語　六条院造営","5","第五段　秋の彼岸の頃に引っ越し始まる",0
"21","第二十一帖 乙女","光る源氏の太政大臣時代三十三歳の夏四月から三十五歳冬十月までの物語","7","第七章　光る源氏の物語　六条院造営","6","第六段　九月、中宮と紫の上和歌を贈答",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","1","第一章　玉鬘の物語　筑紫流離の物語","1","第一段　源氏と右近、夕顔を回想",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","1","第一章　玉鬘の物語　筑紫流離の物語","2","第二段　玉鬘一行、筑紫へ下向",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","1","第一章　玉鬘の物語　筑紫流離の物語","3","第三段　乳母の夫の遺言",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","1","第一章　玉鬘の物語　筑紫流離の物語","4","第四段　玉鬘への求婚",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","2","第二章　玉鬘の物語　大夫監の求婚と筑紫脱出","1","第一段　大夫の監の求婚",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","2","第二章　玉鬘の物語　大夫監の求婚と筑紫脱出","2","第二段　大夫の監の訪問",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","2","第二章　玉鬘の物語　大夫監の求婚と筑紫脱出","3","第三段　大夫の監、和歌を詠み贈る",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","2","第二章　玉鬘の物語　大夫監の求婚と筑紫脱出","4","第四段　玉鬘、筑紫を脱出",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","2","第二章　玉鬘の物語　大夫監の求婚と筑紫脱出","5","第五段　都に帰着",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","3","第三章　玉鬘の物語　玉鬘、右近と椿市で邂逅","1","第一段　岩清水八幡宮へ参詣",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","3","第三章　玉鬘の物語　玉鬘、右近と椿市で邂逅","2","第二段　初瀬の観音へ参詣",0
"22","第二十二帖 玉鬘","玉鬘の筑紫時代と光る源氏の太政大臣時代三十五歳の夏四月から冬十月までの物語","3","第三章　玉鬘の物語　玉鬘、右近と椿市で邂逅","3","第三段　右近も初瀬へ参詣",0
